unitid,fees09,fees10,fees11,fees12
221759,6850,7382,8396,9092
221768,5769,6190,6716,7049
221795,15450,17000,17000,17000
221838,5414,5704,6088,6426
221847,5498,5828,6406,6692
221856,11010,11760,11920,12120
221892,16976,18518,20490,21290
221908,2946,3114,3398,3542
221953,19530,19920,20910,21620
221971,21040,22390,24030,25650
221999,38578,39930,41332,42118
222053,2929,3101,3367,3511
222062,2933,3101,3375,3519
222099,,,,
222105,4650,4650,4650,5775
222178,20290,22760,25270,26770
222497,,,,
222567,1114,1220,1432,1432
222576,1410,1506,1674,1842
222628,,,,
222822,1410,1560,1800,1860
222831,5202,5672,6211,6327
222877,7340,7340,7540,7640
222938,17434,17618,17868,17868
222983,27850,29235,31270,32850
222992,1623,1740,2115,2340
223001,,,,
223083,,,,
223117,3310,3800,3800,4500
223214,,,,
223223,,,,
223232,28070,29884,31658,33716
223320,2310,2400,2600,2696
223427,1512,1560,1728,1824
223463,13950,14745,14995,15995
223472,13330,13530,13430,13430
223506,1542,1692,1977,2295
223524,1230,1230,1350,1350
223667,,,,
223773,1230,1230,1350,1350
223816,1680,1920,1770,1890
223898,2028,2088,2088,2280
223922,1896,1992,2040,2184
224004,21200,21700,22920,23600
224110,1080,1104,1176,1224
224147,5618,6294,6594,7084
224183,9975,10075,10075,10075
224226,17490,18690,19900,21110
224244,11548,12188,13148,13820
224253,,,,
224271,12000,12000,12000,9000
224305,,,,
224323,26294,29530,31150,31070
224350,1746,1978,2308,2386
224402,14592,14826,15188,15915
224439,15930,17918,16930,18700
224527,17180,19550,20500,21530
224545,3377,4467,4974,5328
224554,5500,5998,6283,6583
224572,1230,1230,1350,1350
224615,1230,1230,1350,1350
224642,1690,1690,1870,1966
224660,,,,
224679,,,,
224712,,,,
224776,17239,17618,17868,17868
224891,2386,2560,2560,2560
224961,1414,1414,1900,1900
225070,1080,1128,1248,1460
225201,,,,
225247,19790,20990,22460,22560
225308,1344,1600,1920,2100
225371,1680,1830,1980,1980
225399,20830,23180,25445,26795
225414,,,,
225423,1392,1394,1625,1627
225432,4392,4604,4786,5022
225502,,5604,5830,6116
225511,6921,7342,7513,8094
225520,1712,1712,2012,2222
225548,18650,19950,21700,22560
225575,11434,12430,12430,13054
225627,21290,21890,22790,23690
225751,,,,
225779,,,,
225788,,,,
225849,17148,18048,18048,18048
225858,17148,18048,18048,18048
225876,6896,7036,7036,7200
225885,9608,11146,13374,11369
225991,14616,15215,15200,15322
226019,1080,1176,1272,1368
226091,5850,6924,8076,8544
226107,2872,3040,3208,3352
226116,4112,4232,4955,5052
226134,1626,2076,2316,2700
226152,4739,5105,5409,5714
226204,1086,1086,1500,1470
226231,20400,21980,23590,24540
226277,,,,
226329,,,,
226383,15280,16180,16870,17760
226408,959,1007,1374,1494
226471,20650,21600,22950,24150
226578,1752,2102,2568,2760
226587,19355,20830,22045,23480
226806,2130,2220,2490,2490
226833,5052,5470,5648,7632
226879,11325,11495,12510,12163
226930,1230,1230,1350,1350
227146,1482,1512,1632,1662
227182,1200,1200,1408,1408
227191,1230,1230,1350,1350
227216,7001,7306,7989,8357
227225,1566,1620,1668,1740
227243,18408,19272,20140,20996
227289,,,,
227304,1452,1890,2280,2400
227331,20824,21900,22756,23420
227368,4561,4795,5034,5165
227377,4872,5109,5352,5488
227386,1344,1464,1608,1608
227401,1140,1164,1284,1356
227429,10650,12350,12350,12400
227526,6763,6856,6132,6404
227687,2110,2140,2250,2250
227757,32057,33771,35551,37292
227766,1230,1230,1350,1350
227836,,,,
227845,24440,26484,28700,31110
227854,1562,1562,1952,2038
227863,21830,23500,25300,26890
227881,5394,5704,5972,6608
227924,1562,1562,1952,2038
227979,1250,1182,1182,1312
228042,18731,19548,20355,21540
228149,21876,22576,23426,24226
228158,1444,1468,1924,2114
228194,,,,
228246,35160,37230,39430,41750
228291,,,,
228316,1670,1792,1960,1960
228325,13780,14830,15730,16630
228343,30220,31630,33440,34410
228431,6732,6998,7344,7928
228459,6168,6458,7264,7732
228468,16216,16456,17080,17800
228486,6028,6185,6910,7504
228501,4396,4568,4764,4764
228529,4909,5195,5281,5522
228547,1200,1200,1224,1296
228608,1800,1920,2112,2160
228635,,,,
228644,4481,4979,6944,7244
228653,,,,
228671,,,,
228680,2424,2772,3324,3342
228699,1326,1690,1808,2260
228705,5500,6346,6640,6940
228714,6818,7158,6142,6389
228723,8176,8387,8421,8506
228732,,,,
228769,8186,8500,8878,8878
228778,8936,9416,9794,9790
228787,9510,9886,10276,10666
228796,6223,6731,7065,7214
228802,6042,6322,6592,7222
228866,,,,
228875,28298,30090,32490,34590
228884,9490,9482,9682,9682
228909,,,,
228981,21910,22890,23930,24990
229018,4502,4900,5124,5250
229027,6417,6718,7042,7389
229036,,,,
229063,6401,7360,7442,7646
229090,,,,
229115,6210,6970,7380,7517
229160,17760,18710,19760,20840
229179,5046,5428,5429,7050
229267,28452,30015,31356,32868
229300,,,,
229319,3636,5205,6096,6120
229328,3636,4068,5013,5148
229337,,,,
229355,1912,2000,2262,2262
229407,,,,
229504,2490,2610,2730,2880
229540,2070,2130,2400,2400
229780,10316,10796,11320,11900
229799,1870,1990,2170,2170
229814,5494,5834,6008,6308
229832,1656,1728,1898,1898
229841,1536,1776,2064,2064
229887,9970,11050,11050,11382
230038,4290,4420,4560,4710
230047,3800,4330,4450,4630
230056,14900,14760,14760,14400
230092,,,,
230171,3145,3489,3888,4089
230366,13609,13609,13609,14511
230384,17148,18048,18048,18048
230418,2800,2900,2980,3060
230472,16290,16289,13842,12852
230597,2542,2542,2910,3086
230603,4269,4736,5198,5576
230621,26550,27350,14100,15957
230630,14730,14867,15858,16795
230728,4900,5190,5560,5940
230737,4048,4288,4584,4786
230746,2790,2932,3052,3170
230764,5746,6272,6762,7139
230782,4088,4311,4548,4768
230807,24996,25980,27182,28210
230816,39760,41350,42800,44220
230825,20424,21465,22545,22545
230834,8820,9096,9468,9864
230852,25900,27180,28400,29865
230861,4876,5020,5236,5452
230889,12508,13022,13670,14218
230898,26900,27948,29316,30968
230913,8716,8989,9468,9864
230931,8820,9096,9468,9864
230940,33660,35120,36560,37640
230959,40070,41414,42428,44111
230977,,,,
230995,27370,28738,30194,31782
231059,33215,34845,36240,37510
231068,,,,
231077,17550,18300,19465,20600
231086,18880,19655,20450,21273
231095,23621,26034,27552,29310
231147,,,,
231156,,,,
231165,10684,11005,12084,12024
231174,13554,14066,14784,15284
231411,11735,12700,12700,12650
231420,22112,22956,24480,25950
231536,3024,3618,4098,4404
231554,18020,18800,19980,21060
231581,24500,25500,26750,28000
231624,10800,12188,13132,13570
231651,11290,12330,12340,15308
231697,2886,3344,3481,3885
231712,8250,9250,10084,10572
231785,14705,15155,15605,16085
231828,14705,15155,15605,16085
231837,17740,18810,19750,21330
231873,2255,2842,2916,3048
231882,2922,3257,3600,3795
231970,,,,
232016,13512,13512,13512,16912
232025,24880,26000,27040,28122
232043,24220,25200,26400,27970
232052,2468,2856,3332,3654
232089,23565,24945,26375,27425
232186,8024,8684,9266,9620
232195,2849,3353,3818,3998
232256,30688,32489,33874,35570
232265,17212,18074,18798,19738
232308,28115,29485,30795,32075
232414,3039,3528,3873,4053
232423,7244,7860,8448,8808
232450,2840,3275,3620,3785
232502,10836,11160,11700,11700
232557,17202,18064,19154,19968
232566,8925,9855,10530,10890
232575,2844,3300,3660,3840
232609,28925,29905,30805,32005
232672,24585,25655,26960,28020
232681,7112,7862,8926,9306
232706,22620,23426,23972,25178
232788,2297,2652,2924,3060
232797,8149,10489,11101,11544
232867,2229,2677,2905,3048
232885,,,,
232937,5872,6327,6700,6860
232946,2523,2998,3305,3485
232982,7080,7470,7890,8190
233019,2945,3280,3625,3805
233037,2811,3038,3623,3800
233082,,,,
233091,12480,12900,9648,9648
233116,2861,3380,3665,3830
233277,6904,7694,8320,8590
233295,29182,30608,32265,33525
233301,28430,29254,30376,31540
233310,2816,2842,2921,3089
233329,21657,22295,22295,24085
233338,3102,3284,3472,3658
233356,6568,6802,8163,8606
233374,40010,41610,43170,44210
233408,,,,
233426,29584,31214,32900,34971
233499,13210,13210,13210,13710
233541,25150,26080,27940,28800
233611,17000,17800,18300,18900
233639,2856,3300,3645,3810
233648,2261,2616,2892,3528
233684,13395,14085,14805,14985
233718,29335,30195,31095,32325
233754,2802,3262,3607,3778
233772,2725,3212,3500,3644
233842,,,,
233897,6748,7194,7721,8107
233903,2811,3330,3630,3810
233912,23373,24642,24642,24642
233921,8605,9459,10509,10923
233949,2659,3332,3615,3780
234030,7117,8817,9517,9886
234076,9872,10828,11786,12216
234085,11190,12328,13184,13760
234137,4300,4300,6080,7880
234155,6174,6570,7090,7420
234164,13934,14630,14630,14630
234173,27476,28556,29680,30998
234207,38877,40387,41927,43362
234216,11369,13813,12771,15703
234377,2811,3330,3630,3810
234492,17156,17560,17760,17760
234526,,,,
234669,2868,3060,3392,3763
234696,3502,3745,4224,4415
234711,3015,3225,3585,4150
234739,14994,15135,11788,11736
234827,6422,7110,7827,8925
234845,2899,3207,3644,3722
234915,13880,14574,15280,14440
234933,2835,3008,3559,3650
234951,3859,4419,4793,4561
234979,3075,3379,3828,4176
235024,27350,29150,30880,32380
235097,5872,6605,7240,7933
235103,3128,3566,3997,4408
235149,3030,3240,3556,3609
235167,5959,6679,7486,8395
235237,2883,3273,3797,3777
235316,29675,30925,32222,33652
235334,2816,3105,3484,3915
235343,3021,3228,3593,3961
235422,11220,13510,15550,16515
235431,2925,3135,3542,4000
235495,,,,
235510,17148,18048,18048,18048
235529,17148,18048,18048,18048
235547,,,,
235671,4230,5111,5780,5151
235699,2873,3108,3461,3875
235750,3132,3405,3814,4272
235769,19425,20370,22260,23900
236072,3029,3282,3465,3862
236133,21994,23004,23400,24706
236188,2823,3006,3297,3726
236230,28100,29200,30950,33100
236258,3108,3342,3678,4246
236328,35635,37225,38720,40250
236382,4185,4711,5303,4715
236452,25457,26677,27897,28740
236504,3115,3282,3427,3824
236513,2773,3282,3493,3893
236577,27810,28965,30339,32067
236595,29340,30825,32700,34800
236610,2873,3098,3612,3947
236638,3300,3500,3600,3900
236656,3026,3215,3585,4200
236692,2628,2803,3122,3467
236708,2628,2803,3122,3467
236753,2827,3019,3350,3726
236887,3171,3390,3527,3898
236896,22794,23454,23898,24900
236939,8489,9489,10799,12300
236948,7692,8701,10574,12383
236975,2896,3099,3337,3718
236993,14715,15771,13611,13683
237011,6159,6858,7756,8805
237039,3105,3315,3630,4065
237057,36940,38770,40496,42105
237066,28650,30204,32144,34346
237109,3232,3442,3850,3820
237118,21654,22204,22740,22740
237136,10290,11012,11782,12680
237154,6900,7200,7680,7680
237181,21465,22596,23854,24780
237215,4596,4596,4908,5180
237312,24000,24700,25181,19681
237330,4974,4974,5446,5716
237358,19800,21120,22320,23820
237367,5172,5172,5326,5326
237385,4888,4888,5352,5860
237437,7470,7470,7470,7485
237525,5236,5285,5648,5930
237598,7165,8215,8215,8215
237640,17910,17910,18050,18100
237686,2076,2076,2268,2496
237701,2886,2886,3058,3178
237783,11280,12690,16350,16350
237792,5234,5234,5554,5834
237817,2102,2122,2302,2520
237880,,,,
237899,4524,4544,4918,5442
237932,4880,4880,5266,5530
237950,5164,5164,5344,5558
237969,22880,23980,24964,25804
237978,9150,9150,9150,9150
237987,11725,11725,11725,11800
237996,11400,11400,12122,13152
238014,2358,2358,2478,2646
238032,5304,5406,5674,6090
238078,24430,24980,25640,25640
238193,19074,20060,21069,22126
238263,3342,3433,3654,3815
238324,18839,19639,19939,20239
238333,33418,35038,36674,38474
238397,3194,3339,3524,3683
238430,21790,22750,23330,24330
238458,22937,24065,25248,26475
238476,28250,29750,31300,33000
238573,,,,
238616,20990,22150,23260,24180
238661,21042,21988,22850,23740
238722,3497,3650,3844,3978
238759,3234,3379,3564,3722
238892,17148,18048,18048,18048
238935,14592,14826,15188,15915
238980,18970,19640,20230,21242
239008,3209,3355,3541,3700
239017,34596,36312,38481,40023
239071,11000,11550,12260,12860
239080,20900,21490,22440,23440
239105,29096,30462,31822,33244
239169,,,,
239220,3388,3506,3675,3826
239248,3437,3620,3819,3997
239309,26224,27000,28654,29942
239318,28665,29520,30990,32370
239372,3346,3503,3691,3854
239390,21166,22118,23000,24080
239424,,,,
239442,3940,4058,3975,4170
239460,3325,3493,3673,3852
239488,3366,3511,3722,3884
239503,11480,12080,12880,13080
239512,24021,25241,26566,28568
239628,25445,27081,28689,30110
239637,,,,
239716,26972,28043,29395,30675
239743,20560,21170,21820,22470
239910,3320,3464,3648,3800
239929,14705,15155,15605,16085
240055,4597,4609,4882,5157
240107,20160,20850,21870,22670
240116,3388,3506,3440,3524
240125,3388,3506,3557,3717
240170,3333,3481,3669,3820
240189,6495,6836,7195,7528
240198,3233,3371,3571,3798
240213,,,,
240268,6629,7360,8019,8685
240277,6614,6973,7282,7648
240329,7509,7911,8329,8761
240338,21180,21960,22830,23620
240365,6349,6680,6995,7351
240374,6276,6619,6930,7287
240392,15247,10810,11040,11150
240417,7821,8099,8542,8944
240426,6736,7166,7536,7898
240435,,,,
240444,8310,8983,9665,10378
240453,7702,8151,8675,9181
240462,6456,6772,7113,7457
240471,6533,6894,7277,7700
240480,6528,6845,7146,7505
240505,1848,1848,2136,2232
240514,2136,2136,2208,2472
240596,2016,2016,2280,2376
240620,2472,2472,2544,2640
240657,2235,2246,2330,2437
240666,2322,2322,2440,2536
240693,1994,1994,2082,2186
240718,,,,
240727,3726,3927,4125,4278
243744,38676,40172,41564,42225
243780,8638,9070,9478,9900
243823,,,,
244011,17148,18048,18048,18048
244154,17148,18048,18048,18048
244190,12480,12330,12780,13050
244233,11300,12240,13200,15020
244279,,,,
244437,2828,2680,2926,2995
244446,2211,2466,2246,2378
245032,10600,11750,13325,12995
245342,11450,11829,11834,12306
245421,9500,9680,9875,9875
245430,9500,9500,9875,10325
245625,2904,3024,3120,3192
245652,40396,42192,43655,45004
245731,,,,
245777,7800,7800,7800,7800
245838,,,,
245847,,,,
245865,,,,
245883,18045,18405,19305,20055
245892,,,,
245953,13430,14080,14830,15092
245962,,,,
246008,15850,14492,16850,17050
246035,,,,
246202,,,,
246266,,,,
246345,,,,
246354,1562,1562,1952,2038
246789,,,,
246813,1683,1863,2060,2230
246974,,,,
247065,10779,11175,11682,12186
247083,,,,
247162,,,,
247603,3690,3930,4470,5010
247649,45800,48000,48710,49793
247700,12160,12565,12792,11919
247737,,,,
247773,4800,5100,5300,5800
247825,,,,
247834,1069,1024,1024,1024
247940,3000,3120,3240,3360
248776,2043,2268,2500,2293
248846,22854,24407,26197,27625
248882,11795,12403,13035,12027
248934,11825,13200,13700,13980
249247,,,,
249609,11475,13575,13575,14930
250027,8550,8715,9379,9240
250407,14363,14508,14294,15887
250601,,,,
251075,,,,
251251,17148,18048,18048,18048
251260,2520,2834,3276,3584
251312,14810,15285,15910,16360
260293,13536,14328,16452,15336
260354,,,,
260372,3390,3870,3870,4590
260381,,,,
260691,,,,
260789,16960,17991,17991,17991
260813,18825,20490,20490,20186
260901,12029,11922,12272,13665
260910,19505,20481,20481,15327
260947,10070,10590,10590,10590
260956,,,,
260974,17148,18048,18048,18048
260992,14955,15675,16215,16215
261472,17148,18048,18048,18048
261861,11985,11985,11985,12610
261931,11825,13200,13700,13980
262022,,,,
262031,1920,1920,2040,2160
262086,,,,
262129,4784,5364,6060,6783
262165,5900,6110,6370,6690
262332,17744,16834,15298,12912
262457,12550,13418,14225,15602
262509,,,,
363387,12315,13095,13095,13020
363439,13300,15295,16975,18000
363563,,,,
363590,13317,12893,11736,11736
363633,742,814,886,886
363712,8500,8500,8500,8400
363721,,,,
363934,18400,19200,19500,20200
364016,1734,1734,1854,1854
364025,1734,1734,1854,1854
364168,15040,17268,18832,18311
364885,,,,
364955,,,,
364973,15270,16607,12150,12567
365055,19155,19731,19656,19731
365204,18563,18563,17762,18050
365426,,,,
366003,5005,5005,5015,5028
366252,12480,13080,13590,14370
366261,10320,10320,10904,10904
366270,,,,
366340,2350,2450,2450,2505
366368,,,,
366395,4256,4606,4830,4830
366401,652,652,894,1138
366447,2043,2268,2100,2293
366465,2058,2283,2610,2380
366535,13950,14745,16575,15995
366544,13353,14759,15660,15660
366553,11340,11880,13500,13860
366580,17148,18048,18048,18048
366605,,,,
366650,17148,18048,18048,18048
366678,17148,18048,18048,18048
366696,17148,18048,18048,18048
366702,,,,
366711,4650,5044,6596,6452
366748,12972,13716,12979,13053
366757,,,,
366793,,,,
366960,,,,
367024,14640,15372,15352,15352
367097,13659,13715,13470,13620
367103,7490,7490,8260,8260
367112,9797,10260,9828,9828
367194,21980,23770,23520,24690
367316,,,,
367361,,,,
367413,,,,
367459,2014,2613,2748,2915
367839,11800,4210,4556,5166
367884,11420,11420,11780,12260
367909,13536,14328,16452,15336
367936,12612,13332,12612,12685
367954,,,,
368443,13920,14880,16560,18000
368452,12050,12400,14200,14200
368601,17148,18048,18048,18048
368629,,,,
368780,,,,
368805,12078,13738,14418,14418
368911,2043,2268,2498,2262
369002,,,,
369084,18372,19344,19344,19344
369455,,,,
369516,19853,17500,28800,14371
369659,,,,
369817,,,,
369862,12243,12747,12949,11916
369905,14705,15155,15605,16085
371052,12150,12745,12745,14500
371760,12315,13095,13095,13020
371779,12315,13095,13095,13020
371982,14283,14823,13860,13896
372037,12078,13518,14176,14176
372073,,,,
372213,8924,9459,10025,9937
372222,11000,11040,11482,11320
372329,10800,10800,10800,11340
372523,,,,
372578,17148,18048,18048,18048
372772,,,,
372921,12720,13992,14103,14576
372958,15013,16190,16140,16140
373058,11200,11306,11785,12573
373085,8871,10700,11108,12024
373447,8297,8297,7884,12900
373827,11500,11930,12744,13482
374024,,,,
374875,,,,
374972,14705,15155,15605,16085
375230,6000,6500,7200,8000
375416,13950,14745,15995,15995
375489,9020,10859,11108,12024
375841,17286,14238,14238,12567
375939,,,,
376039,11025,11475,11475,12225
376136,10488,11694,12319,14653
377069,17148,18048,18048,18048
377111,19950,19950,16200,17189
377342,,,,
377449,10947,10947,10947,14847
377458,13867,13867,13867,15027
377546,16200,17200,19000,19000
377555,7575,8617,10241,11911
377564,7653,8689,10343,11902
377652,8600,9500,9500,16025
377661,8600,9500,9500,11300
378406,17148,18048,18048,18048
378576,10396,10737,11085,11347
379029,13275,13500,14100,15506
379782,,,,
380094,13950,14745,14995,15995
380359,2760,2720,2720,3000
380368,4560,4770,5042,5257
380377,3306,3720,3720,3720
380438,13977,14346,14346,14835
380465,9800,10440,10858,11320
381352,,,,
381459,,,,
381617,7020,7380,7560,7740
381732,11971,12966,10460,13200
381741,13950,14745,14695,14695
381787,13958,14227,14923,13485
381796,,,,
381909,17148,18048,18048,18048
381945,,,,
382504,12920,13260,13540,13700
382771,9100,9712,9900,9900
382896,,,,
382911,1712,1712,2012,2222
382957,11750,12281,12331,13621
383020,,,,
383190,2030,2246,2462,2558
383950,10560,14850,14850,23250
383996,704,764,812,852
384193,,,,
384209,,,,14657
384254,27400,28210,29050,29910
384306,,,,
384333,1734,1734,1854,1854
384342,2850,3450,3930,4080
384360,,,,
384379,,,,
384388,,,,
384397,,,,
384412,16020,10730,11680,12760
384421,9800,10400,10900,10900
385008,13900,13900,14500,15743
385503,22105,23185,24190,24438
385619,13720,13720,14320,14800
386472,16043,11660,11900,12020
387925,,,,
388043,8149,9049,11101,11436
388520,6840,8784,9396,9468
389727,11937,12400,13240,13240
390701,13534,14328,14616,14616
391582,,,,
392257,,,,
392840,14880,15600,18414,19170
393180,,,,
395362,625,625,865,1105
397270,,,,
398130,17136,18096,14094,14094
398574,,,,
399212,652,658,898,1142
399869,14100,14625,16700,17130
399911,25352,26202,27226,28146
401223,3940,4420,4420,4660
401250,,,,
402615,10245,10620,10620,10655
402776,25145,27125,27125,27125
402828,,,,
403469,2164,2772,2762,2858
403478,2164,2772,2762,2858
403487,2164,2772,2762,2858
404055,,,,
404073,7020,7380,7560,7740
404082,7020,7380,7560,7740
404338,17640,17640,18360,20610
404365,10250,11763,11863,12155
404374,9800,12103,11583,12018
404383,11450,11744,12259,12447
404426,1800,2040,2640,2700
404480,,,,
404499,14429,14518,14665,15839
404505,11000,11000,12647,15454
404514,15306,15306,14300,15891
404648,7020,7380,7560,7740
404912,,,,
404921,10750,11600,12100,13600
404994,12099,12094,12094,12094
405058,8500,8500,9000,9000
405854,6600,8000,9000,10000
405872,2852,2899,2957,3130
405979,9800,10440,10858,11320
405988,9320,9480,9859,10240
405997,9320,9480,9859,10240
406006,11480,11520,11981,11320
406015,12080,12300,12792,12760
406024,,,,
406033,,,,
406194,13958,14227,14923,14517
406200,8950,10040,10640,11640
406219,14815,15295,17976,18000
406264,,,,
406547,10620,12866,13200,15020
407063,17148,18048,18048,18048
407285,14940,15660,15660,15300
407319,17148,18048,18048,18048
407328,10500,10860,11040,11150
407629,,,,
408039,8922,10755,11108,12024
408312,,,,
408394,3636,4248,5013,5013
408844,13170,13170,13170,13230
409069,17148,18048,18048,18048
409254,,,,
409315,2148,2364,5160,5160
409333,16430,18550,19980,19980
409379,,,,
409616,,,,
409670,14750,14755,15732,15732
409698,4512,4721,5963,5963
409829,10409,10578,11386,15744
409838,,,,
409874,12315,13095,13095,13020
410070,,,,
410283,8951,10785,11108,13896
410496,14705,15155,15605,16085
410502,18258,18798,18948,18948
410520,11365,11825,12325,12460
410539,,,,12007
412003,,,,
412173,,,,
412599,13950,14745,15495,15995
413413,10620,10980,11700,11952
413617,5600,5890,5910,6170
413626,4430,4430,4430,4430
413644,,,,
413839,17148,18048,18048,18048
413848,17148,18048,18048,18048
413857,17148,18048,18048,18048
413866,17148,18048,18048,18048
413884,17148,18048,18048,18048
414160,7020,7380,7560,7740
414531,17148,18048,18048,18048
414568,17148,18048,18048,18048
414586,17148,18048,18048,18048
414595,19038,19908,20488,20488
414708,9360,9840,10080,10320
414823,23214,24429,25407,26412
414841,17148,18048,18048,18048
414878,7152,7560,9120,9480
414911,4565,3445,4160,4420
414966,,,,
416801,,,,
416962,9800,10440,10858,11320
417318,11800,11800,12236,13070
417327,11280,12240,12460,14700
417734,13600,13800,13800,13800
417752,7930,8290,8390,8410
418126,10806,10806,12066,12066
418870,10995,13600,13600,14490
418889,,,,
419022,,,,
419341,10075,10075,10075,10075
419457,12612,13332,12612,12685
419509,11480,11520,11981,11320
419536,,,,
420006,13428,14328,14616,14616
420024,10947,10947,10947,14847
420042,11000,11040,11482,11320
420103,,,,
420246,,,,
420307,15716,16500,13726,11787
420316,11712,12300,13140,13140
420325,4350,4350,4750,5200
420352,,,,
420398,1562,1562,1952,2038
420404,17148,18048,18048,18048
420431,2043,2268,2070,2240
420440,2946,3180,3360,3360
420495,15082,15234,15358,15776
420501,15278,15429,15256,15790
420538,2760,2910,3030,3150
420556,2808,3168,3384,3636
420705,,,,
420723,2988,3096,4025,4250
420802,,,,
420866,12612,13332,12612,12685
420972,,,,
421009,9320,9480,9859,10240
421018,11000,11520,11981,12400
421513,8970,10806,11108,12024
421708,13525,13525,14935,14935
421832,21000,19260,15325,15325
421878,,,,
422020,11230,11565,12265,12850
422695,,,,
423476,,,,
423643,,,,
423652,2869,3096,3816,3816
423980,18329,19520,16808,12912
424424,,,,
426314,5340,5520,6960,7320
427663,17148,18048,18048,18048
427973,13447,13447,13447,17882
427982,13867,13867,13867,15027
428000,17400,17400,17400,17400
428170,14176,14176,15064,15664
428259,,,,10480
428268,12612,13332,12612,12685
428286,17034,17388,17688,17688
428329,10140,10740,11205,12630
428392,2736,2895,3073,3435
428426,,,,
428444,16932,17586,17616,17616
429085,,,,
429094,,,,
429128,4004,4004,4724,7124
429599,17148,18048,18048,18048
430050,,,,14657
430087,10660,10660,10660,11451
430148,12315,13095,13095,13020
430157,15050,15732,16664,16664
430166,15050,15732,16664,15745
430184,13395,14085,14805,14985
430263,17148,18048,18048,18048
430351,17148,18048,18048,18048
430360,17148,18048,18048,18048
430379,17148,18048,18048,18048
430388,17148,18048,18048,18048
430485,21500,22700,24700,26700
430591,,,,
430704,,,,
430795,,,,
430810,17130,19560,20490,21450
431141,,,,
431886,,,,
431983,7900,7900,7900,8600
432144,,,,
432199,14592,14826,15188,15915
432214,14592,14826,15188,15915
432223,10400,10680,11107,11320
432232,9800,10440,10858,11320
432241,10160,10440,10858,11320
432302,,,,
432348,,,,
432357,,,,
432384,16960,17991,17991,17991
432524,18265,18947,20270,21370
432533,18308,18898,18948,18948
433004,30700,30700,30700,30700
433013,,,,
433174,,,,
433387,5870,5870,5870,6070
433420,11265,12080,12160,12125
433536,13734,10763,11040,11150
433563,16000,14839,15202,15874
433660,4437,4991,5532,6068
434016,2985,4060,4380,4380
434034,,,,
434052,17148,18048,18048,18048
434061,2024,2252,2602,2861
434140,,,,
434159,,,,
434414,10700,10700,10700,10700
434432,12000,12300,12300,15650
434441,,,,
434539,11200,12240,13200,15020
434548,17148,18048,18048,18048
434557,17148,18048,18048,18048
434566,17148,18048,18048,18048
434575,17148,18048,18048,18048
434584,2920,2920,2740,2740
434672,2736,2996,3292,3422
434690,15050,15732,16664,16670
434715,,,,
434751,3050,3285,3285,3285
434821,14344,15182,15182,17323
434937,,,,9500
434946,9800,10440,10858,11320
434955,9800,10440,10858,11320
434964,9800,10440,10858,11320
434973,11000,9480,9859,10240
434982,9320,9480,9859,10240
434991,9320,9480,9859,10240
435000,,,,
436094,12612,13332,12612,12685
436182,9231,10200,12033,12314
436191,11450,11740,11973,12458
436225,,,,15027
436261,,,,
436304,2014,2214,2472,2803
436377,,,,
436429,,,,
436438,12612,13332,12612,12685
436483,13415,13780,14007,12459
436599,17613,18495,18900,19562
436614,9660,11134,11566,11566
436702,,,,
436818,8202,8664,8874,9348
436827,8202,8664,8874,9348
436836,8212,8674,8884,9358
437042,17148,18048,18048,18048
437051,17148,18048,18048,18048
437060,9600,11066,10213,11853
437097,11820,11820,11820,11820
437103,1938,2474,2832,3091
437219,17148,18048,18048,18048
437316,,,,
437325,,,,
437343,,,,
437361,,,,
437583,,,,
437635,,,,
437662,,,,
437732,,,,
437750,11180,13000,13000,14400
437769,,,,
437848,14212,14317,15020,14346
437927,,,,
437936,,,,
438151,12813,15024,15790,18000
438179,,,,
438212,9801,9816,9805,9820
438258,,,,
438285,,,,
438294,,,,
438382,9320,9480,9859,10240
438416,10400,10680,11107,11320
438498,13920,15135,15135,15135
438586,15450,15465,16691,15910
438601,16574,16253,15425,15569
438610,11480,9480,9859,10240
438629,11480,9480,9859,10240
438638,,,,
438647,10835,11484,11700,11700
438665,,,,
438708,2064,2064,2184,2424
438869,13950,14745,15495,15995
438902,13536,14328,14976,14976
439020,,,,
439057,12612,13332,12612,12685
439118,,,,
439127,,,,
439136,17148,18048,18048,18048
439145,2931,3123,3455,3825
439154,,,,
439163,14592,14826,15188,15915
439190,2898,3093,3606,4290
439279,11000,11520,11981,12400
439288,23490,24429,25407,26412
439297,11000,11520,11981,12400
439303,9930,9930,10305,10755
439312,9930,9930,10305,10755
439330,14592,14826,15188,15915
439367,,,,
439394,,,,
439437,,,,
439446,,,,
439455,16895,19931,23356,26005
439482,14344,14644,14644,15345
439507,,,,
439525,,,,
439570,,,,
439613,12220,12220,12220,12350
439701,9150,9600,10080,10755
439738,13500,13500,13500,14480
439783,,,,
439792,13945,11508,12440,12984
439817,,,,
439826,,,,
439899,7755,7755,8100,8426
439914,,,,
439969,,,,
440031,,,,
440110,,,,12728
440129,,,,11804
440138,,,,
440147,13958,14227,14923,14517
440165,17148,18048,18048,18048
440174,,,,
440271,13950,14745,15995,15995
440299,12681,13572,14238,14904
440305,,,,
440323,,,,
440332,,,,
440341,16992,17496,17796,17796
440378,13867,13867,13867,15027
440396,9200,9890,10400,10750
440402,1920,2040,2208,2304
440411,,,,
440420,11480,11520,11981,10240
440439,10400,10680,11107,11320
