unitid,fees09,fees10,fees11,fees12
151625,8920,10752,11108,12024
151661,,,,
151777,23790,24920,25950,26746
151786,24000,24960,26000,27300
151801,20496,21214,21956,23164
151810,13520,13520,13520,14180
151865,,,,
151944,8949,10783,11108,12024
151962,9050,9050,9050,9050
152080,38477,39919,41417,42971
152099,15410,15990,16640,18600
152220,,,,
152248,5887,6181,6336,6494
152266,6384,6704,6872,7045
152318,37360,38470,40447,41478
152336,21760,22810,23950,24440
152363,24530,25260,26330,27350
152381,23060,24500,27622,27672
152390,29616,31020,32000,33280
152415,,,,
152424,,,,
152451,,,,
152530,25396,26383,27438,28088
152567,24200,25400,26730,27790
152600,28320,29582,31040,32250
152637,4420,4588,4735,4882
152673,29750,31050,32450,33950
152798,14579,14995,17616,18103
152822,13167,13167,13767,14067
152992,22536,23418,24694,25642
153001,25540,26306,27226,28314
153108,25010,26242,27844,29540
153126,23520,24610,25760,26950
153144,29270,30860,32380,34220
153162,29580,31050,32920,34705
153214,3450,3750,3930,3990
153241,10900,11300,11700,12100
153250,22080,23180,24300,25520
153269,25622,26960,28382,29556
153278,20770,21590,22620,24530
153296,3672,3816,3960,4080
153302,11728,12604,13470,14500
153311,3360,3540,3840,3936
153320,13260,13814,14478,15020
153366,20090,20980,21790,22680
153375,19274,20222,21018,21826
153384,36476,37482,39810,41004
153409,14639,15372,15372,15352
153418,15372,15372,15372,15372
153427,10375,11025,11025,11025
153445,3640,3752,3892,4004
153472,2976,3120,3120,3456
153524,3840,3990,4200,4380
153533,4652,4876,5004,5210
153603,6651,6997,7486,7726
153621,21000,22050,23160,24300
153630,3925,3985,4195,4285
153658,6824,7417,7765,8057
153737,3330,3540,3840,3500
153825,25348,26275,27258,28141
153834,32290,33480,34885,36100
153861,24430,24430,24430,26430
153922,3672,3816,3960,4080
153977,13000,13530,13900,14460
154004,22020,22980,24050,25000
154013,22100,23260,24360,25400
154022,9486,10218,10650,10938
154059,3691,3913,4405,4506
154095,6636,7008,7350,7635
154101,22240,23330,24630,25740
154110,4576,4800,5056,5216
154129,4410,4620,5010,5190
154156,,,,
154174,7230,7530,7845,8145
154235,22590,23910,24920,25970
154262,14841,15500,16220,17045
154350,25733,26837,28123,29529
154378,3600,3780,4050,4260
154396,3840,4020,4230,4440
154493,21418,22350,23356,24400
154518,20554,18760,18876,19820
154527,27450,29020,30960,32740
154536,,,,
154572,3915,3204,3348,3444
154590,18934,20234,21720,23210
154642,2016,2080,2080,2176
154688,21130,22280,23390,24550
154697,2674,2544,2688,2688
154712,19500,20475,21475,22800
154721,19065,20026,21677,22624
154749,19990,20700,21700,22600
154767,9047,10888,11108,12024
154776,9033,10874,11108,12024
154794,19853,17500,31014,14415
154800,2370,2460,2652,2805
154837,6780,6780,6780,6780
154855,17200,18000,18400,19050
154907,2550,2640,2640,2700
154925,1920,1920,1920,2080
154934,2720,2958,2944,3040
154952,2108,2232,2294,2356
154998,2180,2180,2180,2380
155007,5236,5528,6032,6579
155025,4374,4636,4952,5272
155052,3660,3810,4180,4440
155061,3762,3942,4082,4320
155070,13590,13690,13790,13990
155089,19080,20040,21030,22500
155098,2220,2370,2430,2580
155104,2048,2112,2272,2464
155140,182,182,182,80
155177,19906,20720,21652,22622
155186,2370,2310,2640,2790
155195,2432,2528,2624,2688
155201,2096,2224,2224,2576
155210,2070,2250,2430,2520
155283,,,,
155292,1770,1980,2130,2250
155317,8206,8733,9222,9678
155335,19700,20712,21716,22238
155399,6870,7376,7657,8047
155414,19200,20200,21400,22600
155450,2250,2310,2400,2460
155487,3500,4000,4215,4895
155496,11944,12288,12890,13258
155511,18400,19625,20600,21810
155520,19146,20250,21500,21500
155566,3240,3420,3744,3638
155593,3751,4312,4441,4841
155618,,,,
155627,19450,20400,21680,23000
155636,,,,10840
155681,4592,4848,5162,5494
155715,2280,2370,2720,2912
155812,18950,19960,20770,21980
155830,3452,3584,3829,4019
155858,1984,2080,2080,2304
155900,19680,20656,21680,22756
155937,18000,19000,20150,21200
155973,19660,20630,21740,21740
156082,4910,5054,5270,5486
156107,4773,5328,5895,6634
156125,5467,5890,6155,6442
156189,9000,9500,9600,10100
156213,22413,23303,24229,25311
156222,,,,
156231,3000,3120,3240,3360
156286,28900,30310,32140,33270
156295,876,910,910,21880
156338,3000,3120,3240,3360
156356,16215,17590,18340,19140
156365,18810,19710,20740,21600
156392,3080,3170,3290,3420
156408,31200,32600,34000,35000
156417,5332,5580,5580,5882
156471,,,,
156541,15658,17000,18000,19000
156620,6772,7084,6960,7320
156648,3000,3120,3240,3360
156727,,,,
156745,26080,27640,29300,30770
156790,3000,3120,3240,3360
156851,3000,3120,3240,3360
156860,3000,3120,3240,3360
156903,13920,14880,16560,18000
156921,3080,3200,3320,3440
157021,8149,10489,11101,11544
157030,6330,6540,6690,6990
157058,5686,5520,5808,6096
157076,16870,18180,19515,20365
157085,8123,8610,9128,9676
157100,14088,15176,15150,16778
157207,,,,
157216,17870,18950,20030,21230
157270,17310,18433,20560,20469
157289,7944,8424,8930,9662
157298,,,,
157304,3000,3120,3240,3360
157331,3000,3120,3240,3360
157359,13700,13350,13350,13350
157377,18150,19050,19950,20850
157386,6036,6492,6942,7284
157401,5976,6264,6576,6840
157438,3000,3200,3320,3440
157447,6792,7128,7584,8064
157465,13195,15344,13075,18000
157483,3000,3120,3240,3360
157535,14535,15250,16250,17050
157553,3000,3120,3240,3360
157599,9003,10841,11108,12024
157632,14855,15890,17080,18106
157696,9050,10891,11108,12024
157711,3000,3120,3240,3360
157739,3144,3264,3384,3504
157748,13190,13370,13370,14774
157757,17700,18150,19350,20550
157766,15120,15960,16410,16860
157793,16200,17100,17580,17970
157809,23345,24845,25845,26595
157818,25280,26740,28250,29865
157854,,,,
157863,18089,19015,20079,21025
157951,7200,7560,8084,8472
158088,995,1123,1474,1431
158343,,,,
158352,1034,1182,1504,1941
158431,1940,2174,2652,2911
158440,,,,
158477,22900,24080,25290,29500
158662,2466,2955,3330,2991
158723,9780,9780,9780,9685
158769,1064,1202,1484,2931
158802,13880,13880,14770,14770
158884,1950,2046,2606,2875
159009,4016,4428,4886,5273
159197,,,,9712
159373,,,,
159382,3562,3816,4402,4618
159391,5233,5764,6354,6989
159407,2300,2488,2742,2820
159416,3733,4125,4494,4943
159443,904,1032,1474,2881
159568,12530,13030,13380,13780
159638,,,,
159647,5220,5545,5896,6574
159656,29856,31754,33552,35182
159717,3587,3987,4383,5088
159939,4318,4759,5214,5850
159948,5438,5558,5733,6270
159966,3965,4292,4737,5679
159993,3813,4636,5101,5443
160010,864,1122,1494,2261
160029,,,,
160038,4009,4461,5049,5557
160065,13409,14108,14699,9710
160074,8040,8664,9088,9757
160409,12957,13815,14738,15500
160481,1732,2093,2572,2832
160524,13950,14745,15995,15995
160533,,,,
160579,1584,1880,2602,2871
160612,3932,4000,4604,5242
160621,4100,4584,5074,5810
160630,3072,3360,3906,4372
160649,2464,2730,2996,3304
160658,4016,4426,4864,5374
160667,994,1176,1936,2885
160755,40584,41884,43434,45240
160904,16300,17100,17900,18700
160913,964,1092,1464,1901
160940,10201,10800,11115,10755
160959,33060,34380,36063,37701
160968,,,,
160977,39815,41360,42800,44300
160995,,,,
161004,40020,41565,42816,44118
161022,7947,8930,9385,9520
161077,3510,3510,3570,3570
161086,40050,41380,42820,44320
161138,3207,3207,3267,3267
161165,12990,13450,14435,14540
161192,3114,3124,3186,3186
161208,17360,18720,18720,19220
161217,6855,7125,7448,7448
161226,8676,9022,9367,9367
161235,6803,7163,7575,7575
161244,6775,7075,7480,7480
161253,9626,10142,10588,10594
161280,,,,
161299,10105,10525,11305,11525
161341,6744,7090,7300,7300
161457,27920,29330,30500,31870
161484,3220,3223,3313,3283
161509,28280,28695,29395,30110
161518,26050,27345,28700,30030
161545,3365,3395,3470,3470
161554,8174,8538,8900,7776
161563,20440,21680,22770,22770
161572,21640,22500,23540,24100
161581,3514,3514,3503,3503
161688,3234,3266,3266,3388
161767,3292,3504,3652,4139
161776,,,,
161864,3112,3112,3112,2462
161873,7171,7330,7500,7646
162007,6039,6154,6347,6639
162061,19882,20462,20972,21696
162104,2860,3010,3010,3302
162122,2952,3100,3159,3277
162168,3086,3310,3010,3170
162210,19480,20180,20180,20180
162283,5441,5547,5732,6065
162557,2631,2911,3318,3097
162584,6684,6904,7128,7436
162609,3210,3110,3222,3222
162654,33785,35142,36554,37640
162681,13710,14390,14390,14895
162690,2634,2716,2812,2958
162706,2070,2204,2204,2339
162760,28170,29860,31060,32300
162779,3993,4063,4168,4343
162928,39150,40680,42280,43390
163028,,,,
163046,37610,39350,40870,42430
163204,5760,6000,6168,6384
163259,,,,
163268,8872,9171,9467,9764
163286,8053,8416,8655,8908
163295,34090,35690,37470,39340
163338,6082,6305,6482,6713
163426,4092,4272,4380,4452
163453,6548,6727,6928,7012
163462,29020,30350,31536,32954
163532,9000,9100,9400,9700
163578,27250,28350,29700,30850
163657,3146,3290,3290,3410
163736,,,,
163842,,,,
163851,6618,6908,7332,7700
163912,13234,13630,14445,14773
163921,7920,7920,7920,7920
163976,40392,42192,43656,45004
164058,,,,
164076,7418,7656,7906,8132
164085,,,,
164146,,,,
164155,0,0,0,0
164173,20644,22090,23636,25310
164207,14104,14119,14220,13080
164216,35350,36738,38542,39944
164243,,,,
164270,32000,33280,34780,35800
164313,2108,2334,2376,2436
164368,21522,23190,28159,28245
164438,8900,8925,7875,7875
164447,25550,26700,27902,29158
164465,38928,40862,42898,44610
164474,,,,
164492,26620,28204,29860,30676
164562,30171,31305,32545,33805
164580,37824,39040,40400,41888
164614,8900,10491,14945,14946
164632,24530,25515,27045,28532
164641,16325,17129,17994,18882
164720,24780,26880,28490,30340
164739,35828,37058,38328,39628
164748,30150,32520,34680,36490
164775,3744,4152,4440,4678
164872,11468,16148,16826,17330
164915,,,,
164924,39130,40542,42204,43878
164933,33676,35638,37658,39300
164988,38440,39864,41420,42994
165015,38762,40289,41860,44294
165024,6603,7053,7552,8053
165033,3012,3578,4058,4178
165112,3024,3144,3384,3384
165167,13240,13240,13240,13240
165194,3456,3624,3944,4016
165264,24093,25188,26855,30680
165334,35220,36420,37350,38450
165495,,,,
165529,29370,30815,32210,33465
165574,28020,29140,30570,31950
165644,22014,23772,25300,26884
165662,30063,31422,32728,34198
165671,29365,30765,32300,33650
165699,25376,26248,27130,28166
165705,,,,
165802,23450,24600,25778,26775
165820,6900,7800,8300,8710
165866,6540,7065,7580,8080
165884,13950,14500,15950,16950
165936,28352,29458,30626,32100
165945,,,,
165981,3878,4310,4598,4838
166018,39912,41299,42900,44700
166027,37012,38415,39851,39966
166045,,,,
166054,18765,19503,20225,21220
166124,38722,39892,41488,43400
166133,3072,3276,3468,3574
166276,9390,11212,11818,15220
166391,25300,26000,27500,29000
166407,25422,28000,29300,30700
166452,28525,29525,30545,31575
166489,28450,29300,30200,31100
166513,10681,10506,11297,11847
166601,15400,15400,15400,16200
166629,11917,11917,12797,13415
166638,10611,10611,11407,11966
166647,3624,3624,3624,4176
166656,24550,25480,26455,27440
166665,,,,
166674,8400,9000,9700,10400
166683,37782,39212,40732,42050
166692,8032,8293,6867,7202
166708,,,,
166717,,,,
166823,3288,3720,3720,4056
166850,29810,31380,32865,33920
166869,,,,
166887,3650,3890,4130,4274
166911,23990,24900,25800,26650
166939,39126,40256,41456,41456
166948,23335,24500,25915,26909
166957,4110,4470,4730,4900
166984,30660,31465,33166,35378
167057,33325,34925,36700,38455
167093,,,,
167181,,,,
167215,,,,
167251,23500,25100,26600,27850
167260,28040,28870,30400,31700
167288,6875,7575,8075,8525
167312,3288,3720,3888,4056
167321,18350,18902,18752,18772
167358,35712,37142,38602,40086
167376,3096,3384,3528,3768
167394,26260,27157,28208,29112
167455,20189,21400,22042,23744
167464,,,,
167525,3960,3980,4100,4321
167534,4128,4232,4752,5094
167598,28900,30300,31785,33060
167631,3222,3702,3962,3962
167677,13750,13750,13750,16750
167729,6850,7230,7670,8050
167738,,,,
167783,31450,32230,33356,34350
167792,40170,41982,43840,45125
167835,37758,38898,40070,41460
167899,26480,28585,30660,31690
167905,3936,4386,4776,5106
167987,10358,10389,11135,11681
167996,31210,32620,33920,35110
168005,27208,28526,29894,30792
168148,40342,41598,42962,44666
168218,38062,39666,40660,42082
168227,22725,23845,25025,27108
168254,28816,29812,30844,31912
168263,7016,7431,7886,8297
168281,39850,41084,41894,43774
168290,28160,28940,30055,30955
168342,39490,41434,43190,44920
168421,37440,38700,40030,41380
168430,6605,7155,7653,8157
168528,24440,25900,27440,29156
168546,30006,31186,32662,34194
168591,26068,27580,29230,30960
168607,3040,3280,3510,3720
168740,21170,22242,23428,24478
168786,22314,23206,24286,25250
168838,7020,7380,7560,7740
168847,7020,7380,7560,7740
168883,2836,3022,3347,3485
169080,24035,24870,25565,26705
169099,,,,
169220,,,,
169248,10170,9688,10024,10950
169275,2263,2602,2701,2958
169327,15600,16560,17760,18480
169363,20590,21182,21600,22664
169424,,,,
169442,29985,31275,32785,34380
169479,11366,11964,12536,13192
169521,2667,2787,2894,2990
169628,,,,
169716,28920,30660,32500,34530
169798,8378,8378,8684,9026
169910,9480,9930,9934,10354
169974,3048,2378,2506,2676
169983,28032,29206,29988,33946
169992,3210,3340,3526,4003
170000,13920,14250,11860,12424
170037,20520,21178,22388,23260
170055,2308,2372,2516,2811
170082,8630,9088,9716,10078
170091,11980,12620,13380,14100
170240,2104,2104,2258,2258
170301,25660,26510,27020,27710
170417,17148,18048,18048,18048
170444,2772,3000,3156,3312
170532,32643,34417,35920,37810
170541,2201,2387,2490,2614
170550,2403,2589,2713,2868
170587,2595,2715,2895,3235
170620,3105,3270,3480,3660
170639,8284,8764,9364,9640
170657,2240,2330,2570,2630
170675,23008,24633,26278,27870
170790,2312,2580,2704,2766
170806,13150,13840,14700,15300
170842,16310,17180,18020,18900
170967,17362,18056,19122,20010
170976,11659,11837,12634,12994
171100,10880,11152,12202,12622
171128,11348,12017,12853,13353
171137,8806,9420,9788,10250
171146,7854,8160,8712,9028
171155,2040,2156,2252,2380
171225,2240,2390,2550,2880
171234,2490,2640,2760,3030
171298,7020,7380,7560,7740
171304,2530,2700,2850,2551
171395,2145,2256,2321,2768
171456,7454,7864,8414,8709
171483,2869,2900,2900,2725
171492,18408,19272,20140,20996
171535,1908,2106,2106,2247
171571,8783,9285,9938,10230
171599,19928,20500,21118,21971
171881,15218,16390,17526,17950
172033,14390,15270,16027,16505
172051,6900,7308,7815,8120
172200,2510,2610,2730,2960
172264,19210,19790,20554,21152
172291,3074,3184,3183,3358
172307,3573,3898,4255,4464
172334,19790,20536,21520,22538
172440,18436,18974,19898,20480
172477,,,,
172608,,,,
172617,1920,2088,2208,2304
172635,1882,2164,2404,2644
172644,8643,9026,9809,10190
172671,1922,2028,2102,2250
172699,8382,9006,9606,9982
172705,,,,
172866,22708,19095,19435,20002
172918,5278,5555,5169,5378
172954,4731,5031,5426,5590
172963,4208,4551,4813,4987
172972,3040,3240,3170,3220
173045,27628,28864,30418,31942
173063,5178,5070,5342,5522
173115,4912,5082,5332,5482
173124,7202,7497,7858,8107
173142,19780,21080,22410,23270
173160,27020,28080,29460,30840
173179,,,,
173203,5019,5255,5209,5393
173258,39777,41304,42942,44445
173300,25760,27160,29360,30860
173328,26400,27400,28500,29700
173416,5084,5298,5521,5693
173452,10660,10990,11320,11770
173461,4403,4608,4872,5083
173489,15785,15785,15785,15785
173559,5212,5033,5138,5338
173629,14940,15660,15660,15300
173638,4939,5154,5424,5660
173647,31760,33500,35520,37660
173665,29335,30489,31994,33752
173683,,,,
173708,4421,4630,4823,4998
173735,4630,4845,5024,5293
173799,4810,4950,5152,5272
173805,4638,4852,5119,5307
173887,16912,17416,17616,17616
173896,,,,
173902,38174,40046,42021,43693
173911,4697,4910,5169,5355
173920,6429,6725,7148,7531
173957,,,,
173966,,,,
173984,12612,13332,12612,12685
173993,4628,4844,5110,5293
174020,5627,5923,6341,6642
174066,11466,12288,13022,13459
174075,9988,10623,11097,11456
174118,13810,14090,14270,14690
174127,29700,29700,30586,31650
174136,4885,4974,5192,5336
174154,14500,10909,11040,11150
174206,14290,14745,15280,15280
174233,11004,11808,12486,12785
174251,10716,11532,12091,12549
174279,14940,15660,15660,15300
174358,6598,6924,7378,7834
174376,4749,4964,5656,5447
174385,13415,13780,14007,12459
174394,17716,15921,17100,15828
174428,4888,5125,5448,5694
174437,15236,16340,17400,19066
174473,4906,5099,5214,5502
174482,15850,16950,17280,17280
174491,23180,24570,25700,26960
174507,9135,9718,10082,11739
174525,13480,14400,14670,14670
174570,3565,3728,3940,4065
174604,4971,5200,5141,5323
174738,5027,5159,5435,5608
174747,30186,32246,34308,36218
174756,4620,4920,5148,5293
174783,6330,6660,7105,7472
174792,29936,31576,33606,35486
174817,25100,26090,27250,28320
174844,35500,36800,38150,39560
174862,19870,20870,21470,22100
174899,27284,28374,29506,30398
174914,29467,30493,32073,33787
174932,22694,23988,24810,25761
175005,28758,30168,31640,33176
175014,15180,15180,14260,14270
175041,4642,4719,4986,5199
175078,6932,7244,7743,8074
175139,,,,
175157,4660,4874,5141,5323
175227,14696,15575,17562,18154
175236,4728,4950,5173,5375
175263,5025,5319,5725,6064
175272,7800,8200,8540,8710
175281,,,,
175315,4690,4934,5201,5357
175342,4498,4858,5247,5712
175421,16780,17700,18420,19200
175430,8570,8920,9130,9230
175519,1840,2040,2040,2240
175528,10920,14850,14850,15500
175573,1950,2250,2250,2250
175616,4450,4851,5288,5724
175643,1800,1980,1980,2070
175652,2000,2350,2450,2450
175786,1760,2060,2060,2060
175810,1588,1938,2138,2138
175829,1680,1680,2020,2020
175856,4634,5050,5050,5888
175883,2120,2320,2380,2480
175935,1780,2230,2230,2230
175980,26240,27812,29482,30974
175999,,,,
176008,1920,2330,2330,2450
176017,5106,5436,5790,6282
176026,,,,
176035,4423,4644,4876,5316
176044,4877,4831,5307,5703
176053,13290,13550,14038,14430
176071,2212,2712,2712,2712
176080,5151,5461,5805,6264
176169,1920,2130,2130,2130
176178,1700,1950,1950,2250
176239,1880,2180,2180,2380
176318,7870,7610,8100,8300
176336,4300,4550,4590,4790
176354,1800,2090,2090,2090
176372,5096,5452,5834,6336
176406,9718,9718,10218,10218
176451,,,,
176479,9750,10350,10350,10350
176549,,,,12972
176600,,,,
176619,,,,
176628,20900,21900,23100,23950
176637,17148,18048,18048,18048
176664,13710,6600,6920,7690
176770,11089,11577,11935,12293
176789,9728,10048,10368,10756
176910,10340,13200,13200,13300
176938,11466,11756,12050,12412
176947,18670,19390,20130,20720
176965,6585,6585,6945,7147
177038,8232,8130,8124,8340
177065,14576,7016,6034,6739
177083,15786,16410,17060,17734
177092,,,,
177117,14500,15100,15900,17400
177126,,,,
177135,1920,1920,2040,2136
177144,22550,22550,22550,22550
177162,14592,14826,15188,15915
177214,19015,19854,21043,22075
177250,1704,1704,1824,1944
177278,,,,
177302,15145,13700,13470,13848
177339,16000,16990,18000,19050
177418,19795,20380,21220,21220
177427,,,,
177472,2352,2352,2472,2520
177542,15530,15996,16902,17920
177551,4336,4336,4553,5110
177579,12770,13130,13430,13610
177676,2040,2040,2160,2208
177719,,,,
177746,28580,29866,30762,31992
177816,16513,16887,17247,17247
177834,,,,
177940,6175,6175,6478,6725
177968,13240,13540,14000,14600
177977,5370,5370,5550,5730
177986,,,,
177995,2460,2460,2640,2640
178022,,,,
178059,20994,21910,22882,23746
178110,9500,9500,9875,9875
178129,,,,
178183,,,,
178208,5910,6100,6370,6660
178217,2590,2590,2710,2860
178226,13958,14227,14923,14517
178244,17860,18700,19650,20764
178305,10448,10925,11100,16498
178341,4530,4530,5090,5271
178350,13730,13730,14330,14330
178369,16550,17170,17780,17900
178387,5227,5227,5676,6007
178396,8501,8501,8989,9257
178402,8273,8602,9029,9299
178411,8488,8528,9084,9350
178420,8595,8631,9038,9314
178439,,,,
178448,2280,2280,2430,2700
178518,,,,
178615,6692,6692,7008,7216
178624,5626,5638,5947,6175
178679,9020,9500,10140,10560
178697,16990,17310,18030,18330
178721,8394,8898,9290,9788
178767,15120,16200,16200,16200
178785,,,,
178891,12488,13100,13778,14134
178989,,,,
179043,25840,27340,28660,29840
179070,11412,12708,12798,13320
179159,31342,32656,33986,35256
179201,10543,10650,11833,15696
179256,11650,14200,16180,15700
179265,21925,22950,25480,25127
179308,2490,2490,2640,2670
179317,,,,
179326,16530,17280,18200,19150
179344,3394,3394,3504,3624
179450,,,,
179511,14685,14885,19650,19650
179539,2460,2460,2700,2850
179548,24150,25400,26620,27410
179557,6255,6255,6555,6750
179566,6276,6276,6598,6792
179645,2898,2898,3204,3348
179715,2550,2550,2700,2790
179812,,,,
179867,38728,40369,41992,43705
179894,21116,21748,22400,23070
179919,19000,19000,19000,19000
179946,18700,19760,20570,20850
179955,24300,28450,29600,30200
179964,17310,18000,19000,19850
180054,2190,2190,2190,2350
180081,3105,3128,3142,3155
180106,22384,23594,25198,26554
180151,2736,2856,3083,3083
180160,2260,2260,2260,2260
180179,5207,5242,5470,5711
180197,3496,3584,3657,3730
180203,2410,2410,2410,2410
180212,2250,2250,2250,2250
180249,2999,3024,3068,3077
180258,18237,18956,19580,20288
180276,3041,3030,3030,3061
180328,2760,2760,2760,2760
180373,3420,3420,3630,3720
180416,6006,6162,6420,6435
180461,5988,6168,6428,6705
180489,5330,5476,5722,5985
180522,5080,5480,5480,5480
180595,20016,21100,22134,22892
180647,3915,4002,4089,4191
180692,3689,3696,3947,4111
180814,5670,6150,6540,6300
180832,11880,11986,12328,12562
180878,10550,11395,11674,12246
180902,2310,2430,2580,2640
180948,4730,5076,5340,5600
180984,21250,22115,23060,23800
181002,29544,30578,31894,33330
181020,21040,22170,23590,25080
181093,14930,15808,16626,17366
181127,21782,22620,23734,24900
181145,,,,
181215,5634,5912,6320,6565
181242,14685,15397,15397,15352
181297,11304,11640,12000,12510
181303,2160,2385,2385,2520
181312,2430,2550,2650,2760
181330,22984,23664,24810,25994
181376,10800,11200,11200,12600
181394,5080,5880,6280,6510
181400,14685,15397,15372,14875
181419,2620,4080,4080,4080
181428,,,,
181446,22312,23474,24656,25918
181464,6857,7224,7563,7984
181491,2511,2612,2744,2837
181534,4946,5252,5648,6008
181543,3840,4745,4745,5065
181604,22164,23134,24254,25214
181640,2160,2205,2351,2486
181738,17430,18150,18780,19880
181747,,,,
181756,12033,12100,11849,12262
181765,4363,4631,4377,4530
181783,4805,5071,5318,5520
181817,1944,2040,2208,2316
181853,14340,14998,15300,15600
181941,,,,
182005,2010,2243,2513,2700
182111,17512,17316,17616,17616
182148,17250,18576,15300,15552
182281,5097,5808,6428,6705
182290,5045,5561,5630,6602
182306,2010,2243,2513,2700
182430,9975,9975,8427,6549
182458,23258,24515,25370,27654
182500,2010,2243,2513,2700
182519,,,,
182564,2010,2243,2513,2700
182634,31090,32640,34110,35810
182661,28615,14600,15020,15090
182670,38679,40437,42996,45042
182795,28700,28800,29450,29950
182829,,,,
182865,14220,15040,11844,11964
182908,5481,6615,6998,6998
182917,14200,16000,17475,19000
182980,27450,29054,30400,31744
183026,26442,26442,27234,28050
183044,12743,13672,15250,16422
183062,9334,10140,11800,12776
183071,10316,11226,12640,13757
183080,8944,9906,11518,12560
183099,6496,6880,7360,7360
183105,6707,7123,7696,7664
183114,6136,6520,7000,7000
183123,6066,6450,6962,6962
183132,6048,6432,6976,7168
183141,6368,6752,7232,7232
183150,6016,6432,7008,7008
183211,23965,24895,25885,26905
183239,30515,31575,32540,33775
183248,7215,6459,6459,16048
183257,6195,6435,6810,7065
183275,14500,16100,17600,19200
183327,,,,
183345,,,,
183600,4900,4900,4900,5060
183655,3405,3471,3558,3735
183743,3518,3733,3937,4099
183789,19950,20700,21750,23100
183804,,,,
183822,21000,22400,23700,25050
183859,3422,3527,3527,3437
183877,3315,3615,3615,3615
183910,24600,25602,26890,27890
183938,3600,3720,3930,3930
183974,26534,28054,28890,29630
184180,3750,3945,4088,4005
184205,3516,3840,4020,4170
184269,14592,14826,15188,15915
184348,38267,39873,41304,42920
184481,3264,3384,3384,3420
184603,28976,31060,32538,33792
184612,25050,26425,28080,29400
184694,31174,33410,35002,36352
184773,24490,26176,27984,28040
184782,11234,11676,12019,12380
184791,3328,3456,3590,3770
184959,12650,14500,17624,18377
184995,3893,4240,4398,4511
185129,8988,9250,10021,10422
185262,9446,9815,10200,10601
185509,2856,3048,3192,3312
185536,3520,3598,3547,3396
185572,25014,26356,28000,29710
185590,9674,10016,10646,11058
185758,,,,
185828,12856,13370,13974,14740
185873,3098,3146,3146,3312
186034,3584,3728,3954,4034
186122,,,,
186131,35340,36640,37865,39537
186186,9700,10200,10200,10700
186201,11088,11874,12758,13144
186283,29060,30470,31930,33420
186371,11698,12364,12615,12923
186380,11886,12559,12754,13073
186399,11414,12069,12294,12590
186432,26870,28332,29800,31220
186469,3774,3924,3924,3984
186584,30470,31890,33490,34750
186618,25058,26887,28221,29907
186645,3803,3840,3930,4384
186867,38180,39816,41782,43196
186876,10940,11533,11963,12322
186900,10000,10500,10750,11000
187046,4695,4883,5322,5508
187134,12722,13293,13887,14378
187198,2904,3120,3402,3606
187222,,,,
187444,10838,11238,11464,11694
187532,1704,1812,1310,1310
187596,1555,1620,2120,2590
187620,1272,1368,1488,1536
187639,832,944,1048,1176
187648,3552,3900,4147,4350
187666,1239,1339,1507,1507
187745,2600,2840,3080,3320
187897,2761,2972,3284,3504
187903,1076,1076,1176,1176
187912,3016,3176,3674,4030
187958,1462,1518,1704,1704
187967,4607,4941,5301,5496
187976,1284,1404,1548,1608
187985,5101,5506,5809,6050
187994,1512,1656,1824,1896
188003,964,964,1036,1036
188021,1392,1488,1704,1782
188030,4998,5400,5827,6513
188049,1320,1434,1561,1561
188058,2650,2696,2822,2827
188100,768,1032,1128,1224
188137,1113,1224,1329,1329
188146,28504,30358,30388,28227
188182,13612,14500,13608,14280
188207,,,,
188216,675,675,675,675
188225,1368,1488,1658,1704
188261,1705,1845,2090,1560
188304,3589,3812,4030,4314
188340,16700,17500,18400,19460
188429,26230,27900,28460,29320
188438,3528,3663,3828,3973
188465,11136,11120,11120,11120
188517,14705,15155,15605,16085
188526,23860,25120,26380,27595
188535,,,,
188580,,,,
188641,25246,25976,26884,27794
188678,27500,29120,30500,30650
188687,11544,11740,11740,12600
188854,27150,28799,30260,31308
189015,,,,
189088,39880,41670,43306,44798
189097,38650,40546,42184,43502
189228,19950,20700,21750,23100
189264,6100,6150,6700,7300
189273,6010,6010,6600,7100
189282,17250,18190,19550,20590
189413,9500,9525,11025,11025
189422,10410,10610,10970,10970
189459,17392,17392,18360,16347
189501,,,,
189547,3721,3909,4139,4301
189556,14705,15155,15605,16085
189565,14705,15155,15605,16085
189574,14705,15155,15605,16085
189583,14705,15155,15605,16085
189592,14705,15155,15605,16085
189653,12880,12880,12880,12880
189705,29512,30077,30713,32030
189811,17076,18208,19583,20648
189839,4031,3936,4199,4560
189848,24152,25482,26736,28022
189857,5500,5700,6200,6700
189981,,,,
190035,,,,
190044,32910,34760,36780,38610
190053,3845,4036,4084,4153
190071,,,,
190080,,,,
190099,40970,41870,42920,44640
190114,16750,16720,16720,17230
190150,41316,43304,45290,47246
190169,3600,3786,3978,4122
190248,24700,25570,26620,27520
190372,36600,36650,39150,40250
190415,37954,39666,41541,43413
190424,,,,
190442,4000,4100,4360,4440
190451,8700,9290,9366,9546
190503,24450,25460,26180,27130
190512,4970,4970,5550,5910
190521,3468,3468,3918,4218
190530,3504,3504,3954,4254
190549,5051,5051,5584,5884
190558,4978,4978,5508,5858
190567,4929,4929,5459,5759
190576,4830,4830,5360,5660
190585,3505,3505,3955,4255
190594,4999,4999,5529,5829
190600,4929,4929,5459,5759
190619,3500,3500,3950,4250
